time,theta1,omega1,theta2,omega2
0.0,1.565467255634457,0.0,1.5702523093590455,0.0
0.02,1.5625708927405413,-0.28963290707694567,1.5702522203033165,-1.1968426963794769e-05
0.04,1.5538823602641996,-0.5791979500362803,1.5702514362608624,-8.776952046512222e-05
0.06,1.5394047925941057,-0.8684807839680762,1.570246953795853,-0.00043637690907262386
0.08,1.519148283408102,-1.1569762353467572,1.570228941446603,-0.0015550375769878874
0.1,1.4931370835105298,-1.4437525362502082,1.570173601712215,-0.004364279936628857
0.12,1.461419316768756,-1.7273380933735778,1.5700335200432003,-0.010321549115616804
0.14,1.4240785551197892,-2.0056538823072074,1.569726127008446,-0.02149134908103785
0.16,1.3812460374746522,-2.2760214307139934,1.5691214383004148,-0.040542562959043044
0.18,1.3331117374780515,-2.535273360308466,1.568030818731938,-0.07064492279678157
0.2,1.2799321104185521,-2.7799749917375856,1.5661989432455095,-0.11525158745529736
0.22,1.2220324655177437,-3.0067298300148617,1.5633011535798225,-0.17778546226907674
0.24,1.1598029373212426,-3.21250279129405,1.5589476093083294,-0.2612824970343157
0.26,1.0936885428742165,-3.394872223125708,1.552694382053674,-0.36806863866601225
0.28,1.0241755723363748,-3.5521356961042754,1.5440600601626946,-0.4995408923513653
0.3,0.9517775951795643,-3.6832426908438993,1.532545368117228,-0.6560870134967739
0.32,0.8770243287906632,-3.787585798721787,1.5176530666340693,-0.8371318163359374
0.34,0.8004555169451674,-3.864721958872227,1.4989060230772107,-1.0412648642192048
0.36,0.7226204199895329,-3.914101649096181,1.4758623554039159,-1.2663980023368875
0.38,0.6440821255259951,-3.934865484830252,1.4481274515426628,-1.509915789390161
0.4,0.5654249719548464,-3.925738597804972,1.4153631825690538,-1.7688054758284415
0.42,0.487263056499949,-3.8850283419976996,1.3772946798028418,-2.039772536863482
0.44,0.4102478198734351,-3.8107143339168825,1.3337148138734707,-2.319358439702344
0.46,0.3350730846678047,-3.7006108818763797,1.2844861466499435,-2.6040779252744604
0.48,0.2624763155602634,-3.55257672272754,1.229539835683665,-2.890587522195214
0.5,0.19323544552385385,-3.3647448144769165,1.1688708392217617,-3.175886604725455
0.52,0.12816113877604213,-3.1357439420822764,1.1025288458607418,-3.4575408535619205
0.54,0.06808490886546023,-2.864888393865809,1.0306046857192264,-3.733906242979974
0.56,0.013843879294597268,-2.5523234188256856,0.9532125202564017,-4.004320668875535
0.58,-0.03373699126501388,-2.1991386552007963,0.8704688895152255,-4.2692177961550115
0.6,-0.07386505548612768,-1.8075063780436378,0.7824707751968589,-4.5300985809882865
0.62,-0.10580415661006509,-1.3809765579770645,0.6892764671454211,-4.789257656194398
0.64,-0.12890826130645283,-0.9251830201361463,0.5908957441178242,-5.049086317653835
0.66,-0.14267672406339194,-0.44938709614399047,0.48730063263440127,-5.310649161735873
0.68,-0.1468534580286214,0.030584192010169785,0.37847538457045926,-5.571113032445763
0.7000000000000001,-0.1416015138559734,0.4877926788484979,0.2645317841747232,-5.8198134105477015
0.72,-0.12777302380808161,0.8797960798749864,0.14590894805003335,-6.034166773269526
0.74,-0.10721707781648593,1.1507603985534391,0.023620824082066096,-6.1801264579261925
0.76,-0.08290201631049735,1.2489774351823066,-0.1006108706776886,-6.224049255983786
0.78,-0.05854640553900787,1.155626557504612,-0.22456927679943678,-6.153332348969273
0.8,-0.03777873691006799,0.8979724186193314,-0.34609662465503754,-5.986095487793148
0.8200000000000001,-0.02335521037761834,0.5310694603100335,-0.46360840916949264,-5.758012783085245
0.84,-0.01689710688083161,0.10943474891156789,-0.5762352138641821,-5.502193516512993
0.86,-0.019075571588017273,-0.32738535722417056,-0.6836537078382459,-5.239620726723851
0.88,-0.02992920913601503,-0.7550518242987578,-0.7858410642671285,-4.979968972671173
0.9,-0.049122581860644096,-1.1596534061370904,-0.8828898621116751,-4.725817631420297
0.92,-0.07610849391520644,-1.5333326470512962,-0.9749048912838332,-4.476299781233881
0.9400000000000001,-0.11021906008526948,-1.8715474381880473,-1.0619591493021452,-4.229380362052714
0.96,-0.15071592646711912,-2.1716310695161254,-1.1440840435449884,-3.9830736004951524
0.98,-0.19682010250494586,-2.4321140555578498,-1.2212768867318318,-3.736014151302727
1.0,-0.24773250372916342,-2.6524243874652225,-1.2935158184331477,-3.4876641472106114
1.02,-0.3026503325992951,-2.8327448952561682,-1.3607766523177636,-3.2383184855245526
1.04,-0.36078117229666007,-2.973914866921692,-1.423048608310978,-2.9889992497287885
1.06,-0.4213551107050179,-3.0773268019282827,-1.4803472925117669,-2.7412931656783486
1.08,-0.4836346194245982,-3.1448048418641967,-1.5327241571736574,-2.4971668298718876
1.1,-0.5469218475445321,-3.178469537268917,-1.5802722472617894,-2.2587835330484483
1.12,-0.6105631757172539,-3.180601423695264,-1.6231284391924448,-2.028337536223666
1.1400000000000001,-0.6739511447851911,-3.153516977776495,-1.6614726219486506,-1.8079151679232295
1.16,-0.7365241241610032,-3.0994682605107946,-1.6955244031364771,-1.5993864693011195
1.18,-0.797764273101548,-3.0205733890516466,-1.7255379513946254,-1.4043267674240507
1.2,-0.8571944443822147,-2.9187802961837606,-1.7517955419116067,-1.2239647358890688
1.22,-0.9143746845305256,-2.7958620261416236,-1.7746002913844208,-1.0591523782769947
1.24,-0.9688989114375591,-2.65343796888416,-1.7942684727734324,-0.9103525228659217
1.26,-1.0203922112318862,-2.4930130902236076,-1.8111217284552612,-0.7776406807854878
1.28,-1.0685090199887315,-2.316025527231012,-1.825479448017569,-0.6607194693458576
1.3,-1.1129322605813423,-2.123893000547253,-1.8376515538417102,-0.5589449160475025
1.32,-1.153373326241084,-1.9180499118246483,-1.8479319279253237,-0.47136412558461854
1.34,-1.1895726662481274,-1.6999698447399738,-1.8565926955434993,-0.39676298386081316
1.36,-1.2213006591510398,-1.471171932982048,-1.8638795407952247,-0.3337209940077728
1.3800000000000001,-1.2483584681714333,-1.2332133294136438,-1.870008152840219,-0.28066865064769114
1.4000000000000001,-1.2705786467154245,-0.987672855535712,-1.8751617996099508,-0.23594170359406613
1.42,-1.2878253851899815,-0.736132357202418,-1.8794899044280935,-0.1978266965174649
1.44,-1.2999944087780688,-0.4801613786671455,-1.883107414430833,-0.16459370526113162
1.46,-1.3070126360619438,-0.22130917261543093,-1.8860946767728264,-0.1345144395706342
1.48,-1.3088377642834852,0.03889506556913302,-1.888497536900311,-0.10586683087522908
1.5,-1.3054579257246532,0.298935479471913,-1.890327423092264,-0.07692979150162717
1.52,-1.2968915145542446,0.5573002745645522,-1.891561272800964,-0.04597376436813304
1.54,-1.2831871837306494,0.8124745439305767,-1.8921412818888568,-0.011253410638125811
1.56,-1.264423930004153,1.062939369751441,-1.8919745785067457,0.028991626164258114
1.58,-1.2407111117955094,1.3071795001620121,-1.8909330315789696,0.07652355930683126
1.6,-1.212188229752089,1.5436991322322717,-1.8888534637905958,0.13307905148308924
1.62,-1.1790243372365399,1.7710422764053706,-1.8855385493601255,0.2003285743926754
1.6400000000000001,-1.141417046422345,1.9878117139896025,-1.8807586286714206,0.2798261105240261
1.6600000000000001,-1.0995912281565312,2.192679479810479,-1.874254582930965,0.37295438985636026
1.68,-1.0537976409681304,2.384382591605651,-1.865741802726515,0.4808711117700028
1.7,-1.0043118266857307,2.561700324063144,-1.8549151843400886,0.6044605453363239
1.72,-0.9514336482133804,2.7234130602983004,-1.8414550175301398,0.7442930364923686
1.74,-0.8954878042893236,2.8682467098132145,-1.8250335974994802,0.9005930656986282
1.76,-0.8368255416848907,2.9948099789706912,-1.8053223940816119,1.0732153438786731
1.78,-0.7758276163897301,3.1015338698715333,-1.7819996234313664,1.2616284460325125
