time,theta1,omega1,theta2,omega2
0.0,1.56633719637224,0.0,1.5695550165025403,0.0
0.02,1.565283077095081,-0.10541164969900597,1.5695549143500644,-1.1917051411920461e-05
0.04,1.5621207596906264,-0.21081870702596664,1.5695543515443064,-5.346970556553153e-05
0.06,1.556850431315251,-0.3162099673314348,1.5695520839304713,-0.00020180354625217806
0.08,1.549472625137507,-0.4215609822773221,1.5695444487445114,-0.0006292201119586373
0.1,1.5399885491731846,-0.5268275675848763,1.5695230017849526,-0.0016497940544858533
0.12,1.5284005467527795,-0.6319394352220735,1.5694712104021786,-0.003765031849251858
0.14,1.5147126770065213,-0.7367942924658005,1.569360287227694,-0.007706031302857242
0.16,1.4989314093265678,-0.8412526269141729,1.569144212333262,-0.014470423003579896
0.18,1.4810664106439029,-0.9451336734106388,1.568754104030154,-0.025350272965220376
0.2,1.4611313969820265,-1.0482130481643832,1.5680921581660372,-0.041947023696378434
0.22,1.4391450116211437,-1.1502225863936684,1.5670254531511931,-0.0661688784471982
0.24,1.4151316808963412,-1.2508527915413696,1.5653800177964525,-0.10020653104755968
0.26,1.3891223932472179,-1.3497580540315954,1.5629356267262855,-0.14648437035678155
0.28,1.3611553474879396,-1.4465643877608756,1.5594218276161704,-0.2075865946174455
0.3,1.3312764278278408,-1.5408789289211622,1.554515671587859,-0.2861608341779446
0.32,1.299539480402204,-1.6322999922365202,1.5478415565400192,-0.3848049355207005
0.34,1.2660063955695313,-1.720426203210914,1.5389734338896164,-0.5059452157564842
0.36,1.2307470286597144,-1.804863335186959,1.5274394584363151,-0.6517153247933102
0.38,1.1938390143497442,-1.8852280340040797,1.5127289869894256,-0.8238436431970582
0.4,1.1553675373914285,-1.9611485766174446,1.4943017008688948,-1.0235539953806572
0.42,1.1154251073037227,-2.0322640540517223,1.4715985744271118,-1.2514799530073923
0.44,1.074111344198777,-2.09822463633436,1.4440544549876644,-1.5075883353065322
0.46,1.0315327173893765,-2.158696722562327,1.41111214736395,-1.7911033905202285
0.48,0.9878020957130098,-2.2133774420645413,1.3722381006261035,-2.1004204789828242
0.5,0.9430378731203417,-2.2620233416968487,1.3269400340298658,-2.4329963035401567
0.52,0.8973623412180296,-2.3044976083172357,1.2747871031423628,-2.785202772662302
0.54,0.8508989134286886,-2.340838754176132,1.2154334270673006,-3.1521338268488925
0.56,0.8037677347353224,-2.371350818907748,1.1486460424411487,-3.5273608290718403
0.58,0.7560793501458408,-2.396708485459587,1.0743381020799687,-3.902651824290066
0.6,0.7079262186995389,-2.41806136476968,0.9926077318893018,-4.267702610244467
0.62,0.6593724068325377,-2.4371062230230263,0.9037812874411668,-4.609988347039921
0.64,0.6104425398404173,-2.4560796326289718,0.8084569052439687,-4.914918769959119
0.66,0.5611121633146874,-2.477615194581459,0.7075399836809163,-5.166530057943411
0.68,0.511302672650369,-2.504426878982746,0.6022578206019005,-5.348892671894342
0.7000000000000001,0.4608842094440814,-2.5388397719452422,0.4941391387426475,-5.448173983925888
0.72,0.4096886026659474,-2.582280968281814,0.384949271845683,-5.4549014663341024
0.74,0.3575314020600586,-2.6349114211692655,0.2765843267847015,-5.365666107369343
0.76,0.30423848111604646,-2.695554611464251,0.17094277097581678,-5.183602030914432
0.78,0.2496707300946816,-2.761950218836916,0.06980121438563976,-4.917524964084571
0.8,0.19374131932822744,-2.8312148557438266,-0.025282972290263828,-4.580229717422919
0.8200000000000001,0.1364232037263114,-2.900327708025221,-0.11303285473722571,-4.186691577034257
0.84,0.07774793410738834,-2.9664966536814767,-0.1924810682881256,-3.7527199901761663
0.86,0.0177988979952306,-3.027346705419639,-0.26297825500146166,-3.294233833781876
0.88,-0.04329750863175519,-3.0809449474988093,-0.3241923994968371,-2.827042462569891
0.9,-0.10537998525167684,-3.125713167381585,-0.3761069338427454,-2.3668999736500194
0.92,-0.16825807536205376,-3.1602901052724044,-0.4190206252958809,-1.9295907041702445
0.9400000000000001,-0.23171516810597093,-3.183404335477571,-0.4535476420155176,-1.53082722620111
0.96,-0.29550953054073176,-3.1938127462757606,-0.4806121018773155,-1.1857732416654494
0.98,-0.35937511596706634,-3.190344124012792,-0.5014282568687443,-0.9080750398423153
1.0,-0.4230243850422279,-3.172053979979402,-0.5174565877488528,-0.7084482699872173
1.02,-0.486155007873538,-3.138445725413475,-0.5303294731422816,-0.5931219064331728
1.04,-0.548460908564111,-3.089666192640025,-0.5417486354327483,-0.5626697211367944
1.06,-0.6096461193352257,-3.0265773449337487,-0.5533676824553774,-0.6117594483074763
1.08,-0.6694383844762052,-2.9506589049312586,-0.5666809368046604,-0.7300265925940399
1.1,-0.7275993773252873,-2.863779539699298,-0.582939074065902,-0.9038005874418158
1.12,-0.7839297840484629,-2.7679292539011855,-0.6031030210129738,-1.1180993597936741
1.1400000000000001,-0.8382694160827264,-2.6650015061612136,-0.62783561650022,-1.3583366159169596
1.16,-0.8904938660772457,-2.5566682071397895,-0.6575218654002948,-1.6114514370499524
1.18,-0.9405095875071686,-2.4443434665454786,-0.6923057426117792,-1.8664497533925655
1.2,-0.9882488970866374,-2.3292063916969785,-0.7321331301672235,-2.114506725086774
1.22,-1.0336657440195627,-2.2122499926186956,-0.7767939451744196,-2.348811966703001
1.24,-1.0767325056561774,-2.0943317788538502,-0.825959858926655,-2.5643032748568415
1.26,-1.1174376912310422,-1.976212555170576,-0.8792163865770527,-2.757381120353315
1.28,-1.1557842573400452,-1.8585785122070975,-0.9360895062617,-2.9256524318107884
1.3,-1.1917881992939325,-1.7420471113859952,-0.9960676293239111,-3.0677235343538234
1.32,-1.2254771250133107,-1.6271601533929674,-1.0586199560197,-3.1830453311359346
1.34,-1.2568886005590394,-1.5143687794043454,-1.1232122081777274,-3.2718040014596315
1.36,-1.2860681595273982,-1.4040156854016699,-1.1893205244481926,-3.3348440360325196
1.3800000000000001,-1.3130669723688873,-1.2963197490610994,-1.2564439999349446,-3.373606643193104
1.4000000000000001,-1.3379392711510432,-1.1913676273957319,-1.3241159954428892,-3.3900653280932267
1.42,-1.360739704136216,-1.0891155320341077,-1.3919139961161011,-3.3866430349313643
1.44,-1.3815208397378282,-0.9894023774238165,-1.4594675452811707,-3.366101840031854
1.46,-1.4003310395862647,-0.8919731837363851,-1.5264636917236365,-3.331405403923573
1.48,-1.4172128772539365,-0.7965095694074635,-1.5926494847552317,-3.2855634931082154
1.5,-1.4322022012048998,-0.7026628956075374,-1.6578313080850238,-3.231474261269744
1.52,-1.445327848689039,-0.6100855331029029,-1.7218711815919394,-3.171781373039656
1.54,-1.4566119349056925,-0.5184566068361367,-1.78468047440151,-3.1087599826700263
1.56,-1.4660705827854967,-0.42750003924044405,-1.8462116977039416,-3.044239703715563
1.58,-1.4737149296862126,-0.3369943558767275,-1.906449147381407,-2.97956583535496
1.6,-1.4795522534493126,-0.24677487351332034,-1.9653991218110505,-2.915595180477391
1.62,-1.483587077444772,-0.15672975314462728,-2.0230803450258867,-2.8527191916359556
1.6400000000000001,-1.4858221500252775,-0.06679167127783295,-2.0795150562573554,-2.7909061015774355
1.6600000000000001,-1.4862592282441331,0.02307314899866468,-2.1347210631903213,-2.729753896281736
1.68,-1.4848996287971117,0.11287703008865652,-2.1887049030042314,-2.6685471166623125
1.7,-1.4817445352653698,0.2026228239194851,-2.241456134926379,-2.6063118769470353
1.72,-1.4767950767266067,0.29231490908165614,-2.2929426708291185,-2.5418652351589244
1.74,-1.470052199725279,0.3819685235987225,-2.343107023529089,-2.473856117170347
1.76,-1.4615163750055917,0.4716170534583467,-2.3918632713297616,-2.4007966072673996
1.78,-1.4511871804490095,0.5613170290917608,-2.439094552255779,-2.3210833247992957
1.8,-1.4390628082024362,0.6511507234962702,-2.4846508908575937,-2.2330096584653307
1.82,-1.425139544240949,0.7412263005757909,-2.528347190904694,-2.134770380712356
1.84,-1.4094112697323888,0.8316754761522439,-2.5699612617801875,-2.0244608242370266
1.86,-1.391869034664789,0.9226486150169627,-2.609231796034607,-1.9000733047773122
1.8800000000000001,-1.3725007563419085,1.01430711268455,-2.645856273227855,-1.7594938645101268
1.9000000000000001,-1.3512910994922198,1.1068128122718441,-2.6794888308155906,-1.6005026879815614
1.92,-1.3282216000322935,1.200314121974337,-2.7097382036058906,-1.4207816642440112
1.94,-1.3032711036705846,1.2949283928779878,-2.736165924679471,-1.2179326066952068
1.96,-1.2764165974134734,1.3907201458095524,-2.758285015706122,-0.9895092321996565
1.98,-1.247634521507892,1.487674742707386,-2.775559478985953,-0.7330654560363388
2.0,-1.2169026558588156,1.5856672771569966,-2.787404932563104,-0.4462213308431585
2.02,-1.1842026764071028,1.684426705395114,-2.793190737997047,-0.12674634845111346
2.04,-1.1495234734492308,1.7834955746044068,-2.7922439495244635,0.22734220408346828
2.06,-1.1128653134878226,1.8821861767398549,-2.783855343229953,0.6176709153957511
2.08,-1.0742449031358188,1.9795344245637272,-2.7672876520176906,1.0453993404652508
2.1,-1.0337013827827717,2.074253374977314,-2.7417859596422023,1.5111169462685046
2.12,-0.9913032318369396,2.1646890892903707,-2.7065899694764615,2.0147613045142148
2.14,-0.9471560030030246,2.2487825842999327,-2.6609475546519836,2.5555749986812692
2.16,-0.9014107150834767,2.3240430413945496,-2.604128596712078,3.1321243603274382
2.18,-0.8542726137890635,2.3875390536181182,-2.5354375817229116,3.742410860749864
2.2,-0.8060098607665628,2.4359159523145184,-2.454222718810517,4.384114771933857
2.22,-0.7569615477219506,2.4654471732570173,-2.3598784783949274,5.055017603904502
2.24,-0.7075442929885463,2.4721252443244817,-2.2518375029532223,5.7536497840452
2.2600000000000002,-0.6582566073378215,2.451793468061116,-2.1295470113211525,6.4801956306983115
2.2800000000000002,-0.6096802369004618,2.4003170504456484,-1.9924245521323907,7.23764742943222
2.3000000000000003,-0.5624776181819786,2.3138050451953176,-1.8397889656895363,8.033097491597175
2.32,-0.5173838912216328,2.1889546110093594,-1.670766938818647,8.878778284777166
2.34,-0.47518888129446435,2.02378347835811,-1.4841902663684128,9.79161631543492
2.36,-0.43669462861992686,1.81955334929515,-1.278544196785456,10.787575174848564
2.38,-0.4026068930766391,1.5859441878810718,-1.052157525748702,11.8606031619749
2.4,-0.37326093368674973,1.3530308746852537,-0.804129501114271,12.926362745208829
2.42,-0.34804481209779614,1.187345546299455,-0.5367756982812385,13.735361910059892
2.44,-0.32472255350925905,1.1760926591458507,-0.25892852706896724,13.92156307748865
2.46,-0.299774909912891,1.3449100015263038,0.015057954942271825,13.370162735894288
2.48,-0.2701830588202912,1.6250202045573017,0.2728771536429869,12.368192561448767
2.5,-0.2345961468623637,1.9332657306502667,0.5089669765478667,11.236451153098114
2.52,-0.19298746021274127,2.222189416118128,0.7224681896623038,10.120830685079198
2.54,-0.14596852627598586,2.4725270469765435,0.9141022201307071,9.049336724535594
2.56,-0.09438458190570415,2.6783077424212456,1.0846496784311201,8.008940768907864
2.58,-0.039135462733163234,2.8392907355037633,1.234540463077589,6.980851319663348
2.6,0.01890545959712999,2.9580935318904418,1.3638754654143321,5.951783330939413
2.62,0.07893617389753088,3.039122145126618,1.472565456291271,4.915979984709291
2.64,0.14025606331385615,3.0880362280769,1.5604729345908253,3.8740580628448376
2.66,0.20228672601302217,3.111330343896954,1.6275187983725228,2.8308506169109635
2.68,0.2645847035944332,3.1159410499946527,1.673743174281516,1.7930639973888378
2.7,0.3268466809051872,3.1088915333049507,1.6993207176065972,0.7671094266752044
2.72,0.38890817838928254,3.0969996183287347,1.704535991612816,-0.2426940204639088
2.74,0.4507371264242365,3.0866567687142887,1.6897279086713868,-1.235388626602538
2.7600000000000002,0.5124235234610102,3.083647817415776,1.6552157728059134,-2.2138989852004567
2.7800000000000002,0.574165116201222,3.092906264690127,1.6012259522852093,-3.1843307294895298
2.8000000000000003,0.6362455494802127,3.1179418996244683,1.5278535201487027,-4.152886569528159
2.82,0.6989933723104661,3.159368204095993,1.435129927560869,-5.117718675267264
2.84,0.762694712087311,3.2115640896830002,1.3233431013472483,-6.050930592172014
2.86,0.8274152096028421,3.2570870837593358,1.193843992622698,-6.868653160103509
2.88,0.8927194646287947,3.2636527300688485,1.0504089709620512,-7.413884693904918
2.9,0.9574715160233314,3.197831453985135,0.9002130572193614,-7.526139706429804
2.92,1.0201103669124452,3.054984218211699,0.7523576555649015,-7.196136722927152
2.94,1.0793529331536762,2.864540158733312,0.6142043202762622,-6.590988557820288
2.96,1.1346099974328718,2.661229288573742,0.48925727747199704,-5.901885841737986
2.98,1.1858559758977987,2.4655481896025027,0.3779131838148372,-5.242745912388352
3.0,1.2333329408883758,2.2848063705129498,0.2790484019229495,-4.65733578926534
3.02,1.277351891345334,2.119539211577557,0.19107279946702382,-4.153568043166649
3.04,1.3182045729396132,1.9677667381475863,0.11239807908579691,-3.72584709337897
3.06,1.3561354297882984,1.8269311229573453,0.04159259702629668,-3.3650889659561174
3.08,1.3913385546803598,1.6946184544489709,-0.022592287789912208,-3.062396250869227
3.1,1.4239631727135607,1.568769158851245,-0.08123896554967824,-2.8101053213104468
3.12,1.4541211012426787,1.447698024150587,-0.13528998258724254,-2.601873799727285
3.14,1.481893872932962,1.3300530621690563,-0.18557258767881588,-2.432470937993995
3.16,1.5073388629385116,1.214761579619811,-0.2328183318323776,-2.297515106527957
3.18,1.5304943601667724,1.1009798992047306,-0.27767762979582045,-2.1932390065790406
3.2,1.5513837116850815,0.9880512103615475,-0.32073009285430715,-2.1163024061284923
3.22,1.570018709054882,0.8754717955356458,-0.36249158660018593,-2.0636509008235233
3.24,1.5864023749481995,0.7628646274449268,-0.4034188636782399,-2.0324132412982854
3.2600000000000002,1.600531284586635,0.6499590431843839,-0.4439124585888661,-2.01982893767481
3.2800000000000002,1.6123975312032721,0.5365752823702933,-0.48431837777033926,-2.023199155223792
3.3000000000000003,1.6219904220051418,0.4226127847282694,-0.5249289961010748,-2.0398555029814447
3.3200000000000003,1.6292979684271554,0.30804124832469715,-0.5659834717574446,-2.067143058872758
3.34,1.6343082179772737,0.19289349953006782,-0.6076679464893692,-2.1024151035610683
3.36,1.6370104541113233,0.07725929819428376,-0.6501157441305314,-2.1430382135379835
3.38,1.6373962745493194,-0.038720729603857786,-0.693407767849497,-2.1864069147918097
3.4,1.6354605437311067,-0.15486171673384483,-0.7375732798267924,-2.2299672217016826
3.42,1.6312022029016944,-0.2709422324747037,-0.7825912335484921,-2.2712480731769493
3.44,1.6246249140900872,-0.3867132321394394,-0.8283922997218651,-2.307898912832216
3.46,1.6157375128658338,-0.5019081596945275,-0.874861682870121,-2.337730545225369
3.48,1.6045542513435873,-0.6162536996164596,-0.9218427544301329,-2.3587551029025065
3.5,1.5910948272559657,-0.7294803086463068,-0.9691414306870534,-2.3692197846995944
3.52,1.5753842131110412,-0.8413314344722371,-1.0165311155972834,-2.367628555961016
3.54,1.5574523237678937,-0.9515702128589005,-1.0637579108325255,-2.352745986454556
3.56,1.5373335851990872,-1.0599825890353518,-1.11054568026772,-2.323578657990716
3.58,1.5150664822782942,-1.1663761577772667,-1.1566004975015873,-2.2793315727924246
3.6,1.490693174491752,-1.2705745612114507,-1.2016139707629059,-2.2193398187237072
3.62,1.4642592656020166,-1.3724078610698192,-1.2452649751710567,-2.1429785358090676
3.64,1.4358137973548506,-1.4716998755685928,-1.2872194160309658,-2.0495568633850314
3.66,1.4054095158868753,-1.5682539472259382,-1.3271277707490503,-1.9382036385427162
3.68,1.3731034226649506,-1.6618390094640427,-1.3646203414219953,-1.807754274158851
3.7,1.338957583391351,-1.7521781289850036,-1.399300344093037,-1.6566494678435535
3.72,1.3030401201589998,-1.8389421142017053,-1.4307351913609236,-1.482858070558783
3.74,1.2654262550247946,-1.9217513501603232,-1.458446593173799,-1.2838387148652355
3.7600000000000002,1.2261992026092836,-2.0001897967079882,-1.4819004210241755,-1.056557667892482
3.7800000000000002,1.1854506215333993,-2.073835955632977,-1.5004976574193503,-0.7975828634231905
3.8000000000000003,1.143280231938476,-2.1423161568939846,-1.5135681533253365,-0.5032734811781734
3.8200000000000003,1.099794102193838,-2.205385161372083,-1.520369246982303,-0.1700777075875039
3.84,1.0551010286388227,-2.2630360942758045,-1.5200913625384802,0.20507173889717992
3.86,1.0093064490617016,-2.3156358148141023,-1.5118721313271728,0.6243135331443597
3.88,0.96250350046581,-2.3640718688767164,-1.4948190198129983,1.088475064644882
3.9,0.9147612171878761,-2.409886673629099,-1.4680376100239907,1.5969226422147547
3.92,0.8661104191527121,-2.455369843830823,-1.430658855082241,2.1478462697273346
3.94,0.8165283502679147,-2.503589322665843,-1.3818548718271129,2.7391410028487106
3.96,0.7659232616065005,-2.5583706641547996,-1.3208306415290982,3.369929462703794
3.98,0.7141195445362924,-2.624274534224506,-1.2467795296492603,4.042633262543891
4.0,0.6608426418971902,-2.7066573862438825,-1.1587931173460866,4.765451212364285
4.0200000000000005,0.6057011093784082,-2.81191047316927,-1.0557178793494422,5.555204980330191
4.04,0.548161548915021,-2.9479365869550915,-0.9359503775818101,6.440661923613042
4.0600000000000005,0.4875122186127043,-3.124757132801335,-0.7971622678832436,7.4660752870351725
4.08,0.42281881391590515,-3.3544167803062184,-0.6359746294844387,8.691506990589065
4.1,0.3529163870320141,-3.646269111595989,-0.44778661769777284,10.17117662160494
4.12,0.2766479872041226,-3.983100540238775,-0.2277962169578087,11.835462853205032
4.14,0.19398933492077655,-4.255431871425852,0.023482431225363164,13.151422067015355
4.16,0.10822746041833971,-4.266687878223491,0.28904016091283635,13.126781806186273
4.18,0.025095477553353132,-4.019987926444964,0.5394085253150552,11.771134750962592
4.2,-0.05220110622274026,-3.712648603506989,0.7577518622177634,10.069443832836189
4.22,-0.12374399247607142,-3.4523748821604565,0.943418186555684,8.537866952927743
4.24,-0.1907274369078229,-3.256133932045806,1.1008399925519021,7.239357967855582
4.26,-0.2543561695361242,-3.1148811079029253,1.2341686997432453,6.117413760736722
4.28,-0.3156096582998591,-3.0167436876220655,1.3463016685010039,5.110850885059315
4.3,-0.3752451049742013,-2.951544097232702,1.4390713724801485,4.175145663037911
4.32,-0.4338345994911364,-2.9108595987169203,1.513591109237517,3.2824239022511525
4.34,-0.49179451922883116,-2.8874557493734896,1.570555250795669,2.418062365771787
4.36,-0.549405107822117,-2.874917287085047,1.6104682796380063,1.577108952298402
4.38,-0.6068255591836997,-2.867557882171577,1.6338035357468663,0.7608451687719102
4.4,-0.6641091971778299,-2.860494822226415,1.6410957799132027,-0.026347904882821016
4.42,-0.7212205297118747,-2.849738683299574,1.6329770288012844,-0.7794630239979407
4.44,-0.7780533007134756,-2.832192049934455,1.610172323253106,-1.4943670951720638
4.46,-0.8344473139777278,-2.805529896580621,1.5734757820606229,-2.16829389470294
4.48,-0.8902019704594822,-2.768000705104938,1.5237248973773039,-2.79958787915381
4.5,-0.9450855977117515,-2.718216257112979,1.4617841138837873,-3.387101463524875
4.5200000000000005,-0.9988409980352886,-2.6549923917553855,1.3885406813649999,-3.9296254186525417
4.54,-1.0511886609911947,-2.577278585506306,1.304909295986529,-4.425610240925333
4.5600000000000005,-1.1018295468100892,-2.484184088054602,1.2118383960838244,-4.873283547956042
4.58,-1.150449200919333,-2.375079248601234,1.1103103911468026,-5.271121834074347
