time,theta1,omega1,theta2,omega2
0.0,1.5779620601500304,0.0,1.5793114532012145,0.0
0.02,1.5762480232809357,-0.17140395450444976,1.5793114903974599,3.6006785365844817e-06
0.04,1.5711059036050625,-0.3428068242003432,1.5793115087052236,-8.625265447154132e-06
0.06,1.5625359196362025,-0.5141826695401231,1.5793104412059695,-0.00013160871647926946
0.08,1.5505392657732104,-0.6854557819648377,1.5793038688810093,-0.0006185150165255561
0.1,1.535119350423924,-0.8564763533895543,1.5792800843658779,-0.001958132031426207
0.12,1.516283516743903,-1.0269971990652378,1.5792146198347288,-0.004948905657826089
0.14,1.4940451983542606,-1.1966531992737728,1.5790633919640502,-0.0107642880818983
0.16,1.468426448857617,-1.3649453894295562,1.5787546600959321,-0.021003131502571614
0.18,1.4394607178864347,-1.531232544995604,1.5781802092299724,-0.03771566348588288
0.2,1.4071956961879395,-1.694733050625239,1.5771863424775743,-0.06339519544130813
0.22,1.3716960016355324,-1.8545393035072422,1.5755654574669253,-0.10092643304517593
0.24,1.333045446462072,-2.0096450757336366,1.5730491341737023,-0.1534856422817271
0.26,1.2913486434005275,-2.1589835119961682,1.5693036921453811,-0.22439496845694817
0.28,1.2467317900046668,-2.3014701532829314,1.563929031198433,-0.31694236250585905
0.3,1.1993426093076045,-2.4360428107606924,1.5564612584266884,-0.4341866276626807
0.32,1.1493495995653753,-2.5616893459559953,1.5463791664932531,-0.578771427713758
0.34,1.0969409100222822,-2.677456460175893,1.533114154544343,-0.7527700448300563
0.36,1.0423232561699929,-2.7824370006981973,1.516062820221646,-0.9575750735208499
0.38,0.9857212813488722,-2.8757390544367265,1.4946012706629268,-1.1938364133621215
0.4,0.9273776514909634,-2.9564452920265647,1.4681002376415484,-1.4614413075968795
0.42,0.867553961613604,-3.023574568969609,1.4359402678124864,-1.759524454262266
0.44,0.8065322809769354,-3.0760587493372973,1.3975265194803037,-2.0864957321220223
0.46,0.7446169033055907,-3.1127474010597034,1.3523029073321298,-2.440075383963318
0.48,0.6821356299578542,-3.132450591562772,1.299765532310912,-2.817330426559166
0.5,0.6194397588838819,-3.1340278909281793,1.2394754161565578,-3.214706724819447
0.52,0.5569017658991314,-3.11653012290273,1.1710707007100356,-3.628047403367951
0.54,0.4949095913434563,-3.079398079934375,1.0942787624522086,-4.0525796540857
0.56,0.43385635560959557,-3.0227211443430777,1.0089291539517506,-4.482838378850911
0.58,0.3741242983130796,-2.94755593773015,0.9149690765674338,-4.912481030328877
0.6,0.3160617952771672,-2.856297218832415,0.81248406229746,-5.333944057125927
0.62,0.2599526605982762,-2.753070917093273,0.7017273620334096,-5.737919750066028
0.64,0.20597794902141614,-2.6440710150939233,0.5831610853178665,-6.112725603267466
0.66,0.15417291292394256,-2.5376703374312934,0.4575090088030768,-6.443837813612596
0.68,0.10438625390560889,-2.4440252343851383,0.3258127254833906,-6.71413737604748
0.7000000000000001,0.0562550260973905,-2.3738629507803566,0.18946979717118562,-6.9055712274198315
0.72,0.009212925686172185,-2.3363867386481645,0.05022120298509785,-7.002534214694571
0.74,-0.037454610151152805,-2.3368406118191456,-0.08993998484864785,-6.996094849894058
0.76,-0.08451245267629934,-2.3748671869005316,-0.2289356547846433,-6.886942393433092
