time,theta1,omega1,theta2,omega2
0.0,1.5745447839445184,0.0,1.5528102124323049,0.0
0.02,1.5714109513271426,-0.3133929887338598,1.5528099954806314,-7.067317669372771e-06
0.04,1.562008524563165,-0.6268587799531,1.552810782651712,0.00010293620407929676
0.06,1.546337146934237,-0.9402264423499286,1.5528136553267047,0.00012287580830788064
0.08,1.524404345312822,-1.2528384229128067,1.5528096133547011,-0.0008016547067549049
0.1,1.4962376099435977,-1.5633199789109258,1.5527635037973524,-0.004479555261488409
0.12,1.4619007117578173,-1.8693930460824701,1.5525922855342404,-0.013924355379249045
0.14,1.421512847940037,-2.1677910411898482,1.5521394435306373,-0.03347410438718783
0.16,1.3752678966681597,-2.454344116401713,1.551149082182304,-0.06868859663318518
0.18,1.3234498128616203,-2.724284038000113,1.5492449476657864,-0.12595150631755908
0.2,1.2664398247492725,-2.9727469635773263,1.5459203859719715,-0.21178639822149145
0.22,1.2047125541592885,-3.1953493210927806,1.540543835962015,-0.3320197256260025
0.24,1.1388215172538827,-3.3886397449120547,1.5323807140866803,-0.491019470257231
0.26,1.0693783453280314,-3.550254182333126,1.52062788060083,-0.6912271010571824
0.28,0.9970324047932171,-3.678726177768634,1.504453643872692,-0.933072411703304
0.3,0.9224569355131758,-3.7730506938280515,1.483036115162294,-1.2152012912045296
0.32,0.846344914629213,-3.832178468524083,1.4555951864119552,-1.5348576793751074
0.34,0.7694143195458472,-3.8546039738294127,1.421416585612282,-1.8882751669568485
0.36,0.6924198385582553,-3.8381428809160028,1.379868651693905,-2.2710086547965083
0.38,0.6161668546491272,-3.779926736113958,1.3304130812432375,-2.6782112522626185
0.4,0.5415234802187033,-3.676598736413379,1.272610319751343,-3.104901352733391
0.42,0.4694269412542491,-3.524676790320638,1.2061193254583928,-3.5462634818501293
0.44,0.40088130857036813,-3.3210519189357237,1.1306908683499879,-3.9979908669713216
0.46,0.3369440084259017,-3.0636140610033715,1.046153966274516,-4.456611706672282
0.48,0.27869814295386636,-2.7520633519527364,0.9523972174025377,-4.919635401914617
0.5,0.22720525261365707,-2.3891075575072183,0.8493515616816886,-5.38518710500684
0.52,0.18342663975928003,-1.9825131950367483,0.7369903253603851,-5.850514620596785
0.54,0.1480886234740249,-1.5488221673886742,0.6153783186210053,-6.308380266869987
0.56,0.12144978137229409,-1.1194794738469802,0.48482334989470677,-6.740330539819592
0.58,0.10293055501384281,-0.7477559798448911,0.346187644581684,-7.1080830924268765
0.6,0.09066395412540458,-0.507312695380914,0.20132513658596346,-7.351968722327206
0.62,0.08129439474323308,-0.4666517705242188,0.05333897982700522,-7.412855155239529
0.64,0.07052007876539886,-0.6452606989946384,-0.09383870336308432,-7.273309479495226
0.66,0.05431395406383625,-0.9983617876359344,-0.23651029422964848,-6.972074951692946
0.68,0.029925728866733586,-1.4508851117522938,-0.3720629188313569,-6.571465629581196
0.7000000000000001,-0.003939378995136862,-1.936917190998796,-0.49904312274849927,-6.121180634834417
0.72,-0.04748131111515246,-2.413131426830569,-0.6167649129098076,-5.648586791396387
0.74,-0.10023270997144712,-2.8549405802416192,-0.7249168871503422,-5.165305661321291
0.76,-0.16136308304737013,-3.2495954499860393,-0.823334575647714,-4.675584236608484
0.78,-0.2298626817416346,-3.591307557673862,-0.9119120439866563,-4.1816566876434
0.8,-0.3046510506498559,-3.8784517431083065,-0.9905911575653837,-3.6863296805607764
0.8200000000000001,-0.3846426694609049,-4.111928967370369,-1.0593842535848053,-3.1939112598120967
0.84,-0.46878553545549434,-4.294018050155196,-1.118406200872613,-2.7103295871550586
0.86,-0.5560787434764827,-4.427392374581074,-1.1679051515111367,-2.2429445512902326
0.88,-0.645571157626906,-4.5142116598728155,-1.2082887518201733,-1.8003071691849486
0.9,-0.7363430652343433,-4.555348469608535,-1.2401456740689285,-1.3919272757490988
0.92,-0.8274751161218427,-4.549931048086377,-1.2642616937083229,-1.0279232451483287
0.9400000000000001,-0.9180136157233147,-4.495486854676051,-1.2816252549475993,-0.7182663161548437
0.96,-1.0069471177724256,-4.388963976414864,-1.29341123322107,-0.4713175285976683
0.98,-1.0932125478032046,-4.228614440336318,-1.300928046866199,-0.29168150706241514
1.0,-1.1757428179862077,-4.016092730750665,-1.3055204100223685,-0.17810179590241215
1.02,-1.2535488334576408,-3.7575927192379366,-1.308441036055021,-0.12267721848477711
1.04,-1.3258066422949886,-3.463166848279557,-1.3107279888965966,-0.11225264479721594
1.06,-1.3919144352547654,-3.1445518089595454,-1.3131285105383053,-0.1314713580902118
1.08,-1.4515013821244753,-2.8127551418232253,-1.3160878969044791,-0.16595521988738296
1.1,-1.5043954565148583,-2.476485024755197,-1.3197919106851135,-0.20434370622433481
1.12,-1.5505710995498538,-2.141678206183267,-1.3242355037596556,-0.23892277273346665
1.1400000000000001,-1.5900957308297106,-1.8117795605344331,-1.3292934860765002,-0.2652872610946467
1.16,-1.6230854980156062,-1.4883193657918927,-1.3347796171866828,-0.28160504087445265
1.18,-1.6496729182406067,-1.1714925653274595,-1.3404903348927653,-0.2878589782771614
1.2,-1.669985012584244,-0.8606198449180704,-1.3462345805462992,-0.2852276864012318
1.22,-1.6841293040026193,-0.5544754396456446,-1.3518529309579332,-0.27563357849313747
1.24,-1.6921852525143637,-0.25150875207817674,-1.3572291484300374,-0.2614301019102718
1.26,-1.6941993589642241,0.05000428767915448,-1.3622965116882513,-0.24518494308923444
1.28,-1.6901828725109127,0.35184733479347763,-1.3670404135219416,-0.22951699185702756
1.3,-1.680111638447009,0.6557591734552461,-1.3714979153238505,-0.2169492056879507
1.32,-1.6639281600458808,0.9633121359959704,-1.375754217045639,-0.20974091590920735
1.34,-1.6415464909500401,1.2757459297114662,-1.3799352592509417,-0.20966250881633552
1.36,-1.6128611440671277,1.5937267844407645,-1.3841949210520432,-0.21767353878827378
1.3800000000000001,-1.5777618088680636,1.9170039992305665,-1.3886945130915904,-0.2334701614182563
1.4000000000000001,-1.5361560623702462,2.2439562273603673,-1.3935718130243009,-0.2548952328720294
1.42,-1.4880019168021954,2.571076641721292,-1.3988973846132777,-0.27727606096647067
1.44,-1.4333500407494952,2.8925604416299238,-1.4046184862507272,-0.29289539449210716
1.46,-1.3723907450421613,3.2003020975597205,-1.410496784847275,-0.2909768593768898
1.48,-1.305493853496642,3.484660562172099,-1.4160547579040885,-0.2586335469236047
1.5,-1.2332242811024818,3.736098611638589,-1.4205525336201494,-0.18294088021665608
1.52,-1.1563196136959242,3.947205164344073,-1.4230136090406484,-0.053594439400761945
1.54,-1.0756316254201186,4.114103131929731,-1.42230006648737,0.13500695366189952
1.56,-0.992052954264256,4.236458356726485,-1.417214943563586,0.3832218717003227
1.58,-0.9064575489414703,4.316189367843542,-1.4065991440807066,0.6871592906259283
1.6,-0.8196732901612811,4.355699165798401,-1.3893999621065003,1.0403543158178674
1.62,-0.7324876170696649,4.356444999516303,-1.3647069682764796,1.4352453104894194
1.6400000000000001,-0.6456750184504979,4.31820062739098,-1.3317639524021654,1.8640736437263534
1.6600000000000001,-0.5600325719682995,4.238960512606191,-1.2899681938101566,2.3192887630781933
